month,year,source,avg_tmax_c,avg_tmin_c,total_rainfall_mm,as_of,latest_day,latest_tmax_c,latest_tmin_c
May,2026,IMD New Delhi,37.4,24.3,13.61,2026-05-18,17,41.9,25.9
