city,station,year,pollutant,station_val,city_avg
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2022,PM10,,214
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2023,PM10,,209
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2024,PM10,,214
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2025,PM10,,201
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2026,PM10,183.0,217
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2015,PM10,,278
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2016,PM10,,286
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2017,PM10,,253
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2018,PM10,,246
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2019,PM10,,217
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020,PM10,227.0,190
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,PM10,209.0,217
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,PM10,205.0,214
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023,PM10,169.0,209
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024,PM10,170.0,214
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025,PM10,160.0,201
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026,PM10,181.0,217
Delhi,"IIT Delhi, Delhi - IITM",2015,PM10,,278
Delhi,"IIT Delhi, Delhi - IITM",2016,PM10,,286
Delhi,"IIT Delhi, Delhi - IITM",2017,PM10,,253
Delhi,"IIT Delhi, Delhi - IITM",2018,PM10,,246
Delhi,"IIT Delhi, Delhi - IITM",2019,PM10,,217
Delhi,"IIT Delhi, Delhi - IITM",2020,PM10,,190
Delhi,"IIT Delhi, Delhi - IITM",2021,PM10,,217
Delhi,"IIT Delhi, Delhi - IITM",2022,PM10,,214
Delhi,"IIT Delhi, Delhi - IITM",2023,PM10,,209
Delhi,"IIT Delhi, Delhi - IITM",2024,PM10,,214
Delhi,"IIT Delhi, Delhi - IITM",2025,PM10,261.0,201
Delhi,"IIT Delhi, Delhi - IITM",2026,PM10,190.0,217
Delhi,"ITO, Delhi - CPCB",2015,PM10,,278
Delhi,"ITO, Delhi - CPCB",2016,PM10,307.0,286
Delhi,"ITO, Delhi - CPCB",2017,PM10,202.0,253
Delhi,"ITO, Delhi - CPCB",2018,PM10,198.0,246
Delhi,"ITO, Delhi - CPCB",2019,PM10,173.0,217
Delhi,"ITO, Delhi - CPCB",2020,PM10,161.0,190
Delhi,"ITO, Delhi - CPCB",2021,PM10,201.0,217
Delhi,"ITO, Delhi - CPCB",2022,PM10,173.0,214
Delhi,"ITO, Delhi - CPCB",2023,PM10,174.0,209
Delhi,"ITO, Delhi - CPCB",2024,PM10,149.0,214
Delhi,"ITO, Delhi - CPCB",2025,PM10,161.0,201
Delhi,"ITO, Delhi - CPCB",2026,PM10,171.0,217
Delhi,"JNU, Delhi - DPCC",2015,PM10,,278
Delhi,"JNU, Delhi - DPCC",2016,PM10,,286
Delhi,"JNU, Delhi - DPCC",2017,PM10,,253
Delhi,"JNU, Delhi - DPCC",2018,PM10,,246
Delhi,"JNU, Delhi - DPCC",2019,PM10,,217
Delhi,"JNU, Delhi - DPCC",2020,PM10,,190
Delhi,"JNU, Delhi - DPCC",2021,PM10,,217
Delhi,"JNU, Delhi - DPCC",2022,PM10,,214
Delhi,"JNU, Delhi - DPCC",2023,PM10,,209
Delhi,"JNU, Delhi - DPCC",2024,PM10,,214
Delhi,"JNU, Delhi - DPCC",2025,PM10,,201
Delhi,"JNU, Delhi - DPCC",2026,PM10,159.0,217
Delhi,"Jahangirpuri, Delhi - DPCC",2015,PM10,,278
Delhi,"Jahangirpuri, Delhi - DPCC",2016,PM10,,286
Delhi,"Jahangirpuri, Delhi - DPCC",2017,PM10,,253
Delhi,"Jahangirpuri, Delhi - DPCC",2018,PM10,302.0,246
Delhi,"Jahangirpuri, Delhi - DPCC",2019,PM10,254.0,217
Delhi,"Jahangirpuri, Delhi - DPCC",2020,PM10,226.0,190
Delhi,"Jahangirpuri, Delhi - DPCC",2021,PM10,262.0,217
Delhi,"Jahangirpuri, Delhi - DPCC",2022,PM10,256.0,214
Delhi,"Jahangirpuri, Delhi - DPCC",2023,PM10,265.0,209
Delhi,"Jahangirpuri, Delhi - DPCC",2024,PM10,288.0,214
Delhi,"Jahangirpuri, Delhi - DPCC",2025,PM10,261.0,201
Delhi,"Jahangirpuri, Delhi - DPCC",2026,PM10,259.0,217
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2015,PM10,,278
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2016,PM10,,286
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2017,PM10,,253
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2018,PM10,234.0,246
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2019,PM10,216.0,217
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2020,PM10,163.0,190
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2021,PM10,195.0,217
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2022,PM10,193.0,214
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2023,PM10,185.0,209
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2024,PM10,184.0,214
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2025,PM10,189.0,201
Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2026,PM10,229.0,217
Delhi,"Lodhi Road, Delhi - IMD",2015,PM10,181.0,278
Delhi,"Lodhi Road, Delhi - IMD",2016,PM10,329.0,286
Delhi,"Lodhi Road, Delhi - IMD",2017,PM10,263.0,253
Delhi,"Lodhi Road, Delhi - IMD",2018,PM10,198.0,246
Delhi,"Lodhi Road, Delhi - IMD",2019,PM10,165.0,217
Delhi,"Lodhi Road, Delhi - IMD",2020,PM10,141.0,190
Delhi,"Lodhi Road, Delhi - IMD",2021,PM10,176.0,217
Delhi,"Lodhi Road, Delhi - IMD",2022,PM10,163.0,214
Delhi,"Lodhi Road, Delhi - IMD",2023,PM10,154.0,209
Delhi,"Lodhi Road, Delhi - IMD",2024,PM10,152.0,214
Delhi,"Lodhi Road, Delhi - IMD",2025,PM10,182.0,201
Delhi,"Lodhi Road, Delhi - IMD",2026,PM10,183.0,217
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2015,PM10,,278
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2016,PM10,,286
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2017,PM10,,253
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2018,PM10,238.0,246
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2019,PM10,205.0,217
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2020,PM10,157.0,190
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2021,PM10,196.0,217
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2022,PM10,206.0,214
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2023,PM10,193.0,209
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2024,PM10,186.0,214
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2025,PM10,174.0,201
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2026,PM10,201.0,217
Delhi,"Mandir Marg, Delhi - DPCC",2015,PM10,190.0,278
Delhi,"Mandir Marg, Delhi - DPCC",2016,PM10,242.0,286
Delhi,"Mandir Marg, Delhi - DPCC",2017,PM10,193.0,253
Delhi,"Mandir Marg, Delhi - DPCC",2018,PM10,202.0,246
Delhi,"Mandir Marg, Delhi - DPCC",2019,PM10,201.0,217
Delhi,"Mandir Marg, Delhi - DPCC",2020,PM10,144.0,190
Delhi,"Mandir Marg, Delhi - DPCC",2021,PM10,167.0,217
Delhi,"Mandir Marg, Delhi - DPCC",2022,PM10,180.0,214
Delhi,"Mandir Marg, Delhi - DPCC",2023,PM10,178.0,209
Delhi,"Mandir Marg, Delhi - DPCC",2024,PM10,156.0,214
Delhi,"Mandir Marg, Delhi - DPCC",2025,PM10,153.0,201
Delhi,"Mandir Marg, Delhi - DPCC",2026,PM10,191.0,217
Delhi,"Mundka, Delhi - DPCC",2015,PM10,,278
Delhi,"Mundka, Delhi - DPCC",2016,PM10,,286
Delhi,"Mundka, Delhi - DPCC",2017,PM10,,253
Delhi,"Mundka, Delhi - DPCC",2018,PM10,314.0,246
Delhi,"Mundka, Delhi - DPCC",2019,PM10,283.0,217
Delhi,"Mundka, Delhi - DPCC",2020,PM10,226.0,190
Delhi,"Mundka, Delhi - DPCC",2021,PM10,260.0,217
Delhi,"Mundka, Delhi - DPCC",2022,PM10,262.0,214
Delhi,"Mundka, Delhi - DPCC",2023,PM10,281.0,209
Delhi,"Mundka, Delhi - DPCC",2024,PM10,285.0,214
Delhi,"Mundka, Delhi - DPCC",2025,PM10,268.0,201
Delhi,"Mundka, Delhi - DPCC",2026,PM10,286.0,217
Delhi,"NSIT Dwarka, Delhi - CPCB",2015,PM10,,278
Delhi,"NSIT Dwarka, Delhi - CPCB",2016,PM10,,286
Delhi,"NSIT Dwarka, Delhi - CPCB",2017,PM10,,253
Delhi,"NSIT Dwarka, Delhi - CPCB",2018,PM10,,246
Delhi,"NSIT Dwarka, Delhi - CPCB",2019,PM10,,217
Delhi,"NSIT Dwarka, Delhi - CPCB",2020,PM10,226.0,190
Delhi,"NSIT Dwarka, Delhi - CPCB",2021,PM10,221.0,217
Delhi,"NSIT Dwarka, Delhi - CPCB",2022,PM10,238.0,214
Delhi,"NSIT Dwarka, Delhi - CPCB",2023,PM10,228.0,209
Delhi,"NSIT Dwarka, Delhi - CPCB",2024,PM10,221.0,214
Delhi,"NSIT Dwarka, Delhi - CPCB",2025,PM10,166.0,201
Delhi,"NSIT Dwarka, Delhi - CPCB",2026,PM10,216.0,217
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2015,PM10,,278
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2016,PM10,,286
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2017,PM10,,253
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2018,PM10,,246
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2019,PM10,,217
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2020,PM10,,190
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2021,PM10,,217
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2022,PM10,,214
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2023,PM10,,209
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2024,PM10,,214
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2025,PM10,,201
Delhi,"NSUT Jaffarpur, Delhi - DPCC",2026,PM10,182.0,217
Delhi,"Najafgarh, Delhi - DPCC",2015,PM10,,278
Delhi,"Najafgarh, Delhi - DPCC",2016,PM10,,286
Delhi,"Najafgarh, Delhi - DPCC",2017,PM10,,253
Delhi,"Najafgarh, Delhi - DPCC",2018,PM10,199.0,246
Delhi,"Najafgarh, Delhi - DPCC",2019,PM10,159.0,217
Delhi,"Najafgarh, Delhi - DPCC",2020,PM10,153.0,190
Delhi,"Najafgarh, Delhi - DPCC",2021,PM10,160.0,217
Delhi,"Najafgarh, Delhi - DPCC",2022,PM10,160.0,214
Delhi,"Najafgarh, Delhi - DPCC",2023,PM10,150.0,209
Delhi,"Najafgarh, Delhi - DPCC",2024,PM10,160.0,214
Delhi,"Najafgarh, Delhi - DPCC",2025,PM10,142.0,201
Delhi,"Najafgarh, Delhi - DPCC",2026,PM10,151.0,217
Delhi,"Narela, Delhi - DPCC",2015,PM10,,278
Delhi,"Narela, Delhi - DPCC",2016,PM10,,286
Delhi,"Narela, Delhi - DPCC",2017,PM10,,253
Delhi,"Narela, Delhi - DPCC",2018,PM10,259.0,246
Delhi,"Narela, Delhi - DPCC",2019,PM10,232.0,217
Delhi,"Narela, Delhi - DPCC",2020,PM10,215.0,190
Delhi,"Narela, Delhi - DPCC",2021,PM10,249.0,217
Delhi,"Narela, Delhi - DPCC",2022,PM10,230.0,214
Delhi,"Narela, Delhi - DPCC",2023,PM10,224.0,209
Delhi,"Narela, Delhi - DPCC",2024,PM10,227.0,214
Delhi,"Narela, Delhi - DPCC",2025,PM10,206.0,201
Delhi,"Narela, Delhi - DPCC",2026,PM10,228.0,217
Delhi,"Nehru Nagar, Delhi - DPCC",2015,PM10,,278
Delhi,"Nehru Nagar, Delhi - DPCC",2016,PM10,,286
Delhi,"Nehru Nagar, Delhi - DPCC",2017,PM10,,253
Delhi,"Nehru Nagar, Delhi - DPCC",2018,PM10,234.0,246
Delhi,"Nehru Nagar, Delhi - DPCC",2019,PM10,224.0,217
Delhi,"Nehru Nagar, Delhi - DPCC",2020,PM10,185.0,190
Delhi,"Nehru Nagar, Delhi - DPCC",2021,PM10,207.0,217
Delhi,"Nehru Nagar, Delhi - DPCC",2022,PM10,210.0,214
Delhi,"Nehru Nagar, Delhi - DPCC",2023,PM10,215.0,209
Delhi,"Nehru Nagar, Delhi - DPCC",2024,PM10,215.0,214
Delhi,"Nehru Nagar, Delhi - DPCC",2025,PM10,201.0,201
Delhi,"Nehru Nagar, Delhi - DPCC",2026,PM10,241.0,217
Delhi,"North Campus, DU, Delhi - IMD",2015,PM10,237.0,278
Delhi,"North Campus, DU, Delhi - IMD",2016,PM10,191.0,286
Delhi,"North Campus, DU, Delhi - IMD",2017,PM10,282.0,253
Delhi,"North Campus, DU, Delhi - IMD",2018,PM10,242.0,246
Delhi,"North Campus, DU, Delhi - IMD",2019,PM10,231.0,217
Delhi,"North Campus, DU, Delhi - IMD",2020,PM10,175.0,190
Delhi,"North Campus, DU, Delhi - IMD",2021,PM10,195.0,217
Delhi,"North Campus, DU, Delhi - IMD",2022,PM10,182.0,214
Delhi,"North Campus, DU, Delhi - IMD",2023,PM10,180.0,209
Delhi,"North Campus, DU, Delhi - IMD",2024,PM10,205.0,214
Delhi,"North Campus, DU, Delhi - IMD",2025,PM10,193.0,201
Delhi,"North Campus, DU, Delhi - IMD",2026,PM10,213.0,217
Delhi,"Okhla Phase-2, Delhi - DPCC",2015,PM10,,278
Delhi,"Okhla Phase-2, Delhi - DPCC",2016,PM10,,286
Delhi,"Okhla Phase-2, Delhi - DPCC",2017,PM10,,253
Delhi,"Okhla Phase-2, Delhi - DPCC",2018,PM10,250.0,246
Delhi,"Okhla Phase-2, Delhi - DPCC",2019,PM10,215.0,217
Delhi,"Okhla Phase-2, Delhi - DPCC",2020,PM10,190.0,190
Delhi,"Okhla Phase-2, Delhi - DPCC",2021,PM10,223.0,217
Delhi,"Okhla Phase-2, Delhi - DPCC",2022,PM10,219.0,214
Delhi,"Okhla Phase-2, Delhi - DPCC",2023,PM10,219.0,209
Delhi,"Okhla Phase-2, Delhi - DPCC",2024,PM10,221.0,214
Delhi,"Okhla Phase-2, Delhi - DPCC",2025,PM10,214.0,201
Delhi,"Okhla Phase-2, Delhi - DPCC",2026,PM10,234.0,217
Delhi,"Patparganj, Delhi - DPCC",2015,PM10,,278
Delhi,"Patparganj, Delhi - DPCC",2016,PM10,,286
Delhi,"Patparganj, Delhi - DPCC",2017,PM10,,253
Delhi,"Patparganj, Delhi - DPCC",2018,PM10,212.0,246
Delhi,"Patparganj, Delhi - DPCC",2019,PM10,191.0,217
Delhi,"Patparganj, Delhi - DPCC",2020,PM10,163.0,190
Delhi,"Patparganj, Delhi - DPCC",2021,PM10,201.0,217
Delhi,"Patparganj, Delhi - DPCC",2022,PM10,211.0,214
Delhi,"Patparganj, Delhi - DPCC",2023,PM10,218.0,209
Delhi,"Patparganj, Delhi - DPCC",2024,PM10,242.0,214
Delhi,"Patparganj, Delhi - DPCC",2025,PM10,219.0,201
Delhi,"Patparganj, Delhi - DPCC",2026,PM10,227.0,217
Delhi,"Punjabi Bagh, Delhi - DPCC",2015,PM10,252.0,278
Delhi,"Punjabi Bagh, Delhi - DPCC",2016,PM10,254.0,286
Delhi,"Punjabi Bagh, Delhi - DPCC",2017,PM10,286.0,253
Delhi,"Punjabi Bagh, Delhi - DPCC",2018,PM10,250.0,246
Delhi,"Punjabi Bagh, Delhi - DPCC",2019,PM10,210.0,217
Delhi,"Punjabi Bagh, Delhi - DPCC",2020,PM10,184.0,190
Delhi,"Punjabi Bagh, Delhi - DPCC",2021,PM10,203.0,217
Delhi,"Punjabi Bagh, Delhi - DPCC",2022,PM10,231.0,214
Delhi,"Punjabi Bagh, Delhi - DPCC",2023,PM10,224.0,209
Delhi,"Punjabi Bagh, Delhi - DPCC",2024,PM10,221.0,214
Delhi,"Punjabi Bagh, Delhi - DPCC",2025,PM10,202.0,201
Delhi,"Punjabi Bagh, Delhi - DPCC",2026,PM10,239.0,217
Delhi,"Pusa, Delhi - DPCC",2015,PM10,,278
Delhi,"Pusa, Delhi - DPCC",2016,PM10,,286
Delhi,"Pusa, Delhi - DPCC",2017,PM10,,253
Delhi,"Pusa, Delhi - DPCC",2018,PM10,221.0,246
Delhi,"Pusa, Delhi - DPCC",2019,PM10,212.0,217
Delhi,"Pusa, Delhi - DPCC",2020,PM10,176.0,190
Delhi,"Pusa, Delhi - DPCC",2021,PM10,209.0,217
Delhi,"Pusa, Delhi - DPCC",2022,PM10,218.0,214
Delhi,"Pusa, Delhi - DPCC",2023,PM10,228.0,209
Delhi,"Pusa, Delhi - DPCC",2024,PM10,219.0,214
Delhi,"Pusa, Delhi - DPCC",2025,PM10,196.0,201
Delhi,"Pusa, Delhi - DPCC",2026,PM10,240.0,217
Delhi,"Pusa, Delhi - IMD",2015,PM10,,278
Delhi,"Pusa, Delhi - IMD",2016,PM10,,286
Delhi,"Pusa, Delhi - IMD",2017,PM10,196.0,253
Delhi,"Pusa, Delhi - IMD",2018,PM10,169.0,246
Delhi,"Pusa, Delhi - IMD",2019,PM10,161.0,217
Delhi,"Pusa, Delhi - IMD",2020,PM10,149.0,190
Delhi,"Pusa, Delhi - IMD",2021,PM10,168.0,217
Delhi,"Pusa, Delhi - IMD",2022,PM10,163.0,214
Delhi,"Pusa, Delhi - IMD",2023,PM10,157.0,209
Delhi,"Pusa, Delhi - IMD",2024,PM10,176.0,214
Delhi,"Pusa, Delhi - IMD",2025,PM10,165.0,201
Delhi,"Pusa, Delhi - IMD",2026,PM10,194.0,217
Delhi,"R K Puram, Delhi - DPCC",2015,PM10,240.0,278
Delhi,"R K Puram, Delhi - DPCC",2016,PM10,268.0,286
Delhi,"R K Puram, Delhi - DPCC",2017,PM10,232.0,253
Delhi,"R K Puram, Delhi - DPCC",2018,PM10,250.0,246
Delhi,"R K Puram, Delhi - DPCC",2019,PM10,214.0,217
Delhi,"R K Puram, Delhi - DPCC",2020,PM10,165.0,190
Delhi,"R K Puram, Delhi - DPCC",2021,PM10,197.0,217
Delhi,"R K Puram, Delhi - DPCC",2022,PM10,200.0,214
Delhi,"R K Puram, Delhi - DPCC",2023,PM10,209.0,209
Delhi,"R K Puram, Delhi - DPCC",2024,PM10,215.0,214
Delhi,"R K Puram, Delhi - DPCC",2025,PM10,197.0,201
Delhi,"R K Puram, Delhi - DPCC",2026,PM10,226.0,217
Delhi,"Rohini, Delhi - DPCC",2015,PM10,,278
Delhi,"Rohini, Delhi - DPCC",2016,PM10,,286
Delhi,"Rohini, Delhi - DPCC",2017,PM10,,253
Delhi,"Rohini, Delhi - DPCC",2018,PM10,291.0,246
Delhi,"Rohini, Delhi - DPCC",2019,PM10,240.0,217
Delhi,"Rohini, Delhi - DPCC",2020,PM10,213.0,190
Delhi,"Rohini, Delhi - DPCC",2021,PM10,235.0,217
Delhi,"Rohini, Delhi - DPCC",2022,PM10,232.0,214
Delhi,"Rohini, Delhi - DPCC",2023,PM10,233.0,209
Delhi,"Rohini, Delhi - DPCC",2024,PM10,241.0,214
Delhi,"Rohini, Delhi - DPCC",2025,PM10,232.0,201
Delhi,"Rohini, Delhi - DPCC",2026,PM10,266.0,217
Delhi,"Shadipur, Delhi - CPCB",2015,PM10,,278
Delhi,"Shadipur, Delhi - CPCB",2016,PM10,,286
Delhi,"Shadipur, Delhi - CPCB",2017,PM10,,253
Delhi,"Shadipur, Delhi - CPCB",2018,PM10,,246
Delhi,"Shadipur, Delhi - CPCB",2019,PM10,,217
Delhi,"Shadipur, Delhi - CPCB",2020,PM10,228.0,190
Delhi,"Shadipur, Delhi - CPCB",2021,PM10,238.0,217
Delhi,"Shadipur, Delhi - CPCB",2022,PM10,229.0,214
Delhi,"Shadipur, Delhi - CPCB",2023,PM10,240.0,209
Delhi,"Shadipur, Delhi - CPCB",2024,PM10,255.0,214
Delhi,"Shadipur, Delhi - CPCB",2025,PM10,188.0,201
Delhi,"Shadipur, Delhi - CPCB",2026,PM10,197.0,217
Delhi,"Sirifort, Delhi - CPCB",2015,PM10,,278
Delhi,"Sirifort, Delhi - CPCB",2016,PM10,,286
Delhi,"Sirifort, Delhi - CPCB",2017,PM10,,253
Delhi,"Sirifort, Delhi - CPCB",2018,PM10,271.0,246
Delhi,"Sirifort, Delhi - CPCB",2019,PM10,284.0,217
Delhi,"Sirifort, Delhi - CPCB",2020,PM10,182.0,190
Delhi,"Sirifort, Delhi - CPCB",2021,PM10,210.0,217
Delhi,"Sirifort, Delhi - CPCB",2022,PM10,212.0,214
Delhi,"Sirifort, Delhi - CPCB",2023,PM10,205.0,209
Delhi,"Sirifort, Delhi - CPCB",2024,PM10,200.0,214
Delhi,"Sirifort, Delhi - CPCB",2025,PM10,211.0,201
Delhi,"Sirifort, Delhi - CPCB",2026,PM10,246.0,217
Delhi,"Sonia Vihar, Delhi - DPCC",2015,PM10,,278
Delhi,"Sonia Vihar, Delhi - DPCC",2016,PM10,,286
Delhi,"Sonia Vihar, Delhi - DPCC",2017,PM10,,253
Delhi,"Sonia Vihar, Delhi - DPCC",2018,PM10,242.0,246
Delhi,"Sonia Vihar, Delhi - DPCC",2019,PM10,211.0,217
Delhi,"Sonia Vihar, Delhi - DPCC",2020,PM10,187.0,190
Delhi,"Sonia Vihar, Delhi - DPCC",2021,PM10,228.0,217
Delhi,"Sonia Vihar, Delhi - DPCC",2022,PM10,233.0,214
Delhi,"Sonia Vihar, Delhi - DPCC",2023,PM10,223.0,209
Delhi,"Sonia Vihar, Delhi - DPCC",2024,PM10,215.0,214
Delhi,"Sonia Vihar, Delhi - DPCC",2025,PM10,192.0,201
Delhi,"Sonia Vihar, Delhi - DPCC",2026,PM10,227.0,217
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2015,PM10,,278
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2016,PM10,,286
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2017,PM10,,253
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2018,PM10,167.0,246
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2019,PM10,169.0,217
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2020,PM10,118.0,190
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2021,PM10,143.0,217
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2022,PM10,164.0,214
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2023,PM10,155.0,209
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2024,PM10,177.0,214
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2025,PM10,150.0,201
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2026,PM10,167.0,217
Delhi,"Talkatora Garden, Delhi - DPCC",2015,PM10,,278
Delhi,"Talkatora Garden, Delhi - DPCC",2016,PM10,,286
Delhi,"Talkatora Garden, Delhi - DPCC",2017,PM10,,253
Delhi,"Talkatora Garden, Delhi - DPCC",2018,PM10,,246
Delhi,"Talkatora Garden, Delhi - DPCC",2019,PM10,,217
Delhi,"Talkatora Garden, Delhi - DPCC",2020,PM10,,190
Delhi,"Talkatora Garden, Delhi - DPCC",2021,PM10,,217
Delhi,"Talkatora Garden, Delhi - DPCC",2022,PM10,,214
Delhi,"Talkatora Garden, Delhi - DPCC",2023,PM10,,209
Delhi,"Talkatora Garden, Delhi - DPCC",2024,PM10,,214
Delhi,"Talkatora Garden, Delhi - DPCC",2025,PM10,,201
Delhi,"Talkatora Garden, Delhi - DPCC",2026,PM10,151.0,217
Delhi,"Vivek Vihar, Delhi - DPCC",2015,PM10,,278
Delhi,"Vivek Vihar, Delhi - DPCC",2016,PM10,,286
Delhi,"Vivek Vihar, Delhi - DPCC",2017,PM10,,253
Delhi,"Vivek Vihar, Delhi - DPCC",2018,PM10,251.0,246
Delhi,"Vivek Vihar, Delhi - DPCC",2019,PM10,232.0,217
Delhi,"Vivek Vihar, Delhi - DPCC",2020,PM10,197.0,190
Delhi,"Vivek Vihar, Delhi - DPCC",2021,PM10,229.0,217
Delhi,"Vivek Vihar, Delhi - DPCC",2022,PM10,240.0,214
Delhi,"Vivek Vihar, Delhi - DPCC",2023,PM10,237.0,209
Delhi,"Vivek Vihar, Delhi - DPCC",2024,PM10,228.0,214
Delhi,"Vivek Vihar, Delhi - DPCC",2025,PM10,212.0,201
Delhi,"Vivek Vihar, Delhi - DPCC",2026,PM10,241.0,217
Delhi,"Wazirpur, Delhi - DPCC",2015,PM10,,278
Delhi,"Wazirpur, Delhi - DPCC",2016,PM10,,286
Delhi,"Wazirpur, Delhi - DPCC",2017,PM10,,253
Delhi,"Wazirpur, Delhi - DPCC",2018,PM10,317.0,246
Delhi,"Wazirpur, Delhi - DPCC",2019,PM10,289.0,217
Delhi,"Wazirpur, Delhi - DPCC",2020,PM10,214.0,190
Delhi,"Wazirpur, Delhi - DPCC",2021,PM10,269.0,217
Delhi,"Wazirpur, Delhi - DPCC",2022,PM10,243.0,214
Delhi,"Wazirpur, Delhi - DPCC",2023,PM10,270.0,209
Delhi,"Wazirpur, Delhi - DPCC",2024,PM10,268.0,214
Delhi,"Wazirpur, Delhi - DPCC",2025,PM10,282.0,201
Delhi,"Wazirpur, Delhi - DPCC",2026,PM10,300.0,217
Delhi,"Alipur, Delhi - DPCC",2015,SO2,,14
Delhi,"Alipur, Delhi - DPCC",2016,SO2,,17
Delhi,"Alipur, Delhi - DPCC",2017,SO2,,19
Delhi,"Alipur, Delhi - DPCC",2018,SO2,22.0,14
Delhi,"Alipur, Delhi - DPCC",2019,SO2,23.0,14
Delhi,"Alipur, Delhi - DPCC",2020,SO2,13.0,13
Delhi,"Alipur, Delhi - DPCC",2021,SO2,13.0,12
Delhi,"Alipur, Delhi - DPCC",2022,SO2,11.0,11
Delhi,"Alipur, Delhi - DPCC",2023,SO2,10.0,9
Delhi,"Alipur, Delhi - DPCC",2024,SO2,11.0,15
Delhi,"Alipur, Delhi - DPCC",2025,SO2,11.0,15
Delhi,"Alipur, Delhi - DPCC",2026,SO2,9.0,21
Delhi,"Anand Vihar, Delhi - DPCC",2015,SO2,21.0,14
Delhi,"Anand Vihar, Delhi - DPCC",2016,SO2,20.0,17
Delhi,"Anand Vihar, Delhi - DPCC",2017,SO2,29.0,19
Delhi,"Anand Vihar, Delhi - DPCC",2018,SO2,16.0,14
Delhi,"Anand Vihar, Delhi - DPCC",2019,SO2,13.0,14
Delhi,"Anand Vihar, Delhi - DPCC",2020,SO2,14.0,13
Delhi,"Anand Vihar, Delhi - DPCC",2021,SO2,17.0,12
Delhi,"Anand Vihar, Delhi - DPCC",2022,SO2,21.0,11
