city,station,year,pollutant,station_val,city_avg
Delhi,"Nehru Nagar, Delhi - DPCC",2022,PM2.5,116.0,99
Delhi,"Nehru Nagar, Delhi - DPCC",2023,PM2.5,122.0,101
Delhi,"Nehru Nagar, Delhi - DPCC",2024,PM2.5,120.0,105
Delhi,"Nehru Nagar, Delhi - DPCC",2025,PM2.5,110.0,102
Delhi,"Nehru Nagar, Delhi - DPCC",2026,PM2.5,128.0,100
Delhi,"New Moti Bagh, Delhi - MHUA",2015,PM2.5,,135
Delhi,"New Moti Bagh, Delhi - MHUA",2016,PM2.5,,166
Delhi,"New Moti Bagh, Delhi - MHUA",2017,PM2.5,,134
Delhi,"New Moti Bagh, Delhi - MHUA",2018,PM2.5,,116
Delhi,"New Moti Bagh, Delhi - MHUA",2019,PM2.5,,109
Delhi,"New Moti Bagh, Delhi - MHUA",2020,PM2.5,,97
Delhi,"New Moti Bagh, Delhi - MHUA",2021,PM2.5,,107
Delhi,"New Moti Bagh, Delhi - MHUA",2022,PM2.5,,99
Delhi,"New Moti Bagh, Delhi - MHUA",2023,PM2.5,,101
Delhi,"New Moti Bagh, Delhi - MHUA",2024,PM2.5,,105
Delhi,"New Moti Bagh, Delhi - MHUA",2025,PM2.5,226.0,102
Delhi,"New Moti Bagh, Delhi - MHUA",2026,PM2.5,83.0,100
Delhi,"North Campus, DU, Delhi - IMD",2015,PM2.5,151.0,135
Delhi,"North Campus, DU, Delhi - IMD",2016,PM2.5,88.0,166
Delhi,"North Campus, DU, Delhi - IMD",2017,PM2.5,186.0,134
Delhi,"North Campus, DU, Delhi - IMD",2018,PM2.5,111.0,116
Delhi,"North Campus, DU, Delhi - IMD",2019,PM2.5,108.0,109
Delhi,"North Campus, DU, Delhi - IMD",2020,PM2.5,91.0,97
Delhi,"North Campus, DU, Delhi - IMD",2021,PM2.5,103.0,107
Delhi,"North Campus, DU, Delhi - IMD",2022,PM2.5,91.0,99
Delhi,"North Campus, DU, Delhi - IMD",2023,PM2.5,99.0,101
Delhi,"North Campus, DU, Delhi - IMD",2024,PM2.5,103.0,105
Delhi,"North Campus, DU, Delhi - IMD",2025,PM2.5,94.0,102
Delhi,"North Campus, DU, Delhi - IMD",2026,PM2.5,99.0,100
Delhi,"Okhla Phase-2, Delhi - DPCC",2015,PM2.5,,135
Delhi,"Okhla Phase-2, Delhi - DPCC",2016,PM2.5,,166
Delhi,"Okhla Phase-2, Delhi - DPCC",2017,PM2.5,,134
Delhi,"Okhla Phase-2, Delhi - DPCC",2018,PM2.5,104.0,116
Delhi,"Okhla Phase-2, Delhi - DPCC",2019,PM2.5,108.0,109
Delhi,"Okhla Phase-2, Delhi - DPCC",2020,PM2.5,94.0,97
Delhi,"Okhla Phase-2, Delhi - DPCC",2021,PM2.5,105.0,107
Delhi,"Okhla Phase-2, Delhi - DPCC",2022,PM2.5,92.0,99
Delhi,"Okhla Phase-2, Delhi - DPCC",2023,PM2.5,101.0,101
Delhi,"Okhla Phase-2, Delhi - DPCC",2024,PM2.5,101.0,105
Delhi,"Okhla Phase-2, Delhi - DPCC",2025,PM2.5,96.0,102
Delhi,"Okhla Phase-2, Delhi - DPCC",2026,PM2.5,108.0,100
Delhi,"Patparganj, Delhi - DPCC",2015,PM2.5,,135
Delhi,"Patparganj, Delhi - DPCC",2016,PM2.5,,166
Delhi,"Patparganj, Delhi - DPCC",2017,PM2.5,,134
Delhi,"Patparganj, Delhi - DPCC",2018,PM2.5,100.0,116
Delhi,"Patparganj, Delhi - DPCC",2019,PM2.5,100.0,109
Delhi,"Patparganj, Delhi - DPCC",2020,PM2.5,97.0,97
Delhi,"Patparganj, Delhi - DPCC",2021,PM2.5,116.0,107
Delhi,"Patparganj, Delhi - DPCC",2022,PM2.5,108.0,99
Delhi,"Patparganj, Delhi - DPCC",2023,PM2.5,111.0,101
Delhi,"Patparganj, Delhi - DPCC",2024,PM2.5,104.0,105
Delhi,"Patparganj, Delhi - DPCC",2025,PM2.5,101.0,102
Delhi,"Patparganj, Delhi - DPCC",2026,PM2.5,111.0,100
Delhi,"Punjabi Bagh, Delhi - DPCC",2015,PM2.5,124.0,135
Delhi,"Punjabi Bagh, Delhi - DPCC",2016,PM2.5,100.0,166
Delhi,"Punjabi Bagh, Delhi - DPCC",2017,PM2.5,101.0,134
Delhi,"Punjabi Bagh, Delhi - DPCC",2018,PM2.5,131.0,116
Delhi,"Punjabi Bagh, Delhi - DPCC",2019,PM2.5,107.0,109
Delhi,"Punjabi Bagh, Delhi - DPCC",2020,PM2.5,103.0,97
Delhi,"Punjabi Bagh, Delhi - DPCC",2021,PM2.5,115.0,107
Delhi,"Punjabi Bagh, Delhi - DPCC",2022,PM2.5,114.0,99
Delhi,"Punjabi Bagh, Delhi - DPCC",2023,PM2.5,118.0,101
Delhi,"Punjabi Bagh, Delhi - DPCC",2024,PM2.5,120.0,105
Delhi,"Punjabi Bagh, Delhi - DPCC",2025,PM2.5,108.0,102
Delhi,"Punjabi Bagh, Delhi - DPCC",2026,PM2.5,120.0,100
Delhi,"Pusa, Delhi - DPCC",2015,PM2.5,,135
Delhi,"Pusa, Delhi - DPCC",2016,PM2.5,,166
Delhi,"Pusa, Delhi - DPCC",2017,PM2.5,,134
Delhi,"Pusa, Delhi - DPCC",2018,PM2.5,105.0,116
Delhi,"Pusa, Delhi - DPCC",2019,PM2.5,100.0,109
Delhi,"Pusa, Delhi - DPCC",2020,PM2.5,93.0,97
Delhi,"Pusa, Delhi - DPCC",2021,PM2.5,97.0,107
Delhi,"Pusa, Delhi - DPCC",2022,PM2.5,90.0,99
Delhi,"Pusa, Delhi - DPCC",2023,PM2.5,97.0,101
Delhi,"Pusa, Delhi - DPCC",2024,PM2.5,93.0,105
Delhi,"Pusa, Delhi - DPCC",2025,PM2.5,88.0,102
Delhi,"Pusa, Delhi - DPCC",2026,PM2.5,107.0,100
Delhi,"Pusa, Delhi - IMD",2015,PM2.5,,135
Delhi,"Pusa, Delhi - IMD",2016,PM2.5,,166
Delhi,"Pusa, Delhi - IMD",2017,PM2.5,116.0,134
Delhi,"Pusa, Delhi - IMD",2018,PM2.5,83.0,116
Delhi,"Pusa, Delhi - IMD",2019,PM2.5,83.0,109
Delhi,"Pusa, Delhi - IMD",2020,PM2.5,84.0,97
Delhi,"Pusa, Delhi - IMD",2021,PM2.5,92.0,107
Delhi,"Pusa, Delhi - IMD",2022,PM2.5,79.0,99
Delhi,"Pusa, Delhi - IMD",2023,PM2.5,84.0,101
Delhi,"Pusa, Delhi - IMD",2024,PM2.5,97.0,105
Delhi,"Pusa, Delhi - IMD",2025,PM2.5,84.0,102
Delhi,"Pusa, Delhi - IMD",2026,PM2.5,75.0,100
Delhi,"R K Puram, Delhi - DPCC",2015,PM2.5,119.0,135
Delhi,"R K Puram, Delhi - DPCC",2016,PM2.5,137.0,166
Delhi,"R K Puram, Delhi - DPCC",2017,PM2.5,107.0,134
Delhi,"R K Puram, Delhi - DPCC",2018,PM2.5,124.0,116
Delhi,"R K Puram, Delhi - DPCC",2019,PM2.5,101.0,109
Delhi,"R K Puram, Delhi - DPCC",2020,PM2.5,88.0,97
Delhi,"R K Puram, Delhi - DPCC",2021,PM2.5,106.0,107
Delhi,"R K Puram, Delhi - DPCC",2022,PM2.5,105.0,99
Delhi,"R K Puram, Delhi - DPCC",2023,PM2.5,120.0,101
Delhi,"R K Puram, Delhi - DPCC",2024,PM2.5,118.0,105
Delhi,"R K Puram, Delhi - DPCC",2025,PM2.5,108.0,102
Delhi,"R K Puram, Delhi - DPCC",2026,PM2.5,121.0,100
Delhi,"Rohini, Delhi - DPCC",2015,PM2.5,,135
Delhi,"Rohini, Delhi - DPCC",2016,PM2.5,,166
Delhi,"Rohini, Delhi - DPCC",2017,PM2.5,,134
Delhi,"Rohini, Delhi - DPCC",2018,PM2.5,128.0,116
Delhi,"Rohini, Delhi - DPCC",2019,PM2.5,128.0,109
Delhi,"Rohini, Delhi - DPCC",2020,PM2.5,117.0,97
Delhi,"Rohini, Delhi - DPCC",2021,PM2.5,118.0,107
Delhi,"Rohini, Delhi - DPCC",2022,PM2.5,109.0,99
Delhi,"Rohini, Delhi - DPCC",2023,PM2.5,114.0,101
Delhi,"Rohini, Delhi - DPCC",2024,PM2.5,118.0,105
Delhi,"Rohini, Delhi - DPCC",2025,PM2.5,116.0,102
Delhi,"Rohini, Delhi - DPCC",2026,PM2.5,132.0,100
Delhi,"Shadipur, Delhi - CPCB",2015,PM2.5,104.0,135
Delhi,"Shadipur, Delhi - CPCB",2016,PM2.5,136.0,166
Delhi,"Shadipur, Delhi - CPCB",2017,PM2.5,127.0,134
Delhi,"Shadipur, Delhi - CPCB",2018,PM2.5,113.0,116
Delhi,"Shadipur, Delhi - CPCB",2019,PM2.5,119.0,109
Delhi,"Shadipur, Delhi - CPCB",2020,PM2.5,70.0,97
Delhi,"Shadipur, Delhi - CPCB",2021,PM2.5,76.0,107
Delhi,"Shadipur, Delhi - CPCB",2022,PM2.5,95.0,99
Delhi,"Shadipur, Delhi - CPCB",2023,PM2.5,116.0,101
Delhi,"Shadipur, Delhi - CPCB",2024,PM2.5,126.0,105
Delhi,"Shadipur, Delhi - CPCB",2025,PM2.5,91.0,102
Delhi,"Shadipur, Delhi - CPCB",2026,PM2.5,104.0,100
Delhi,"Sirifort, Delhi - CPCB",2015,PM2.5,,135
Delhi,"Sirifort, Delhi - CPCB",2016,PM2.5,288.0,166
Delhi,"Sirifort, Delhi - CPCB",2017,PM2.5,133.0,134
Delhi,"Sirifort, Delhi - CPCB",2018,PM2.5,107.0,116
Delhi,"Sirifort, Delhi - CPCB",2019,PM2.5,109.0,109
Delhi,"Sirifort, Delhi - CPCB",2020,PM2.5,91.0,97
Delhi,"Sirifort, Delhi - CPCB",2021,PM2.5,97.0,107
Delhi,"Sirifort, Delhi - CPCB",2022,PM2.5,94.0,99
Delhi,"Sirifort, Delhi - CPCB",2023,PM2.5,96.0,101
Delhi,"Sirifort, Delhi - CPCB",2024,PM2.5,111.0,105
Delhi,"Sirifort, Delhi - CPCB",2025,PM2.5,103.0,102
Delhi,"Sirifort, Delhi - CPCB",2026,PM2.5,113.0,100
Delhi,"Sonia Vihar, Delhi - DPCC",2015,PM2.5,,135
Delhi,"Sonia Vihar, Delhi - DPCC",2016,PM2.5,,166
Delhi,"Sonia Vihar, Delhi - DPCC",2017,PM2.5,,134
Delhi,"Sonia Vihar, Delhi - DPCC",2018,PM2.5,117.0,116
Delhi,"Sonia Vihar, Delhi - DPCC",2019,PM2.5,106.0,109
Delhi,"Sonia Vihar, Delhi - DPCC",2020,PM2.5,103.0,97
Delhi,"Sonia Vihar, Delhi - DPCC",2021,PM2.5,118.0,107
Delhi,"Sonia Vihar, Delhi - DPCC",2022,PM2.5,102.0,99
Delhi,"Sonia Vihar, Delhi - DPCC",2023,PM2.5,109.0,101
Delhi,"Sonia Vihar, Delhi - DPCC",2024,PM2.5,111.0,105
Delhi,"Sonia Vihar, Delhi - DPCC",2025,PM2.5,96.0,102
Delhi,"Sonia Vihar, Delhi - DPCC",2026,PM2.5,116.0,100
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2015,PM2.5,,135
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2016,PM2.5,,166
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2017,PM2.5,,134
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2018,PM2.5,93.0,116
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2019,PM2.5,91.0,109
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2020,PM2.5,81.0,97
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2021,PM2.5,88.0,107
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2022,PM2.5,82.0,99
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2023,PM2.5,87.0,101
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2024,PM2.5,85.0,105
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2025,PM2.5,74.0,102
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2026,PM2.5,82.0,100
Delhi,"Talkatora Garden, Delhi - DPCC",2015,PM2.5,,135
Delhi,"Talkatora Garden, Delhi - DPCC",2016,PM2.5,,166
Delhi,"Talkatora Garden, Delhi - DPCC",2017,PM2.5,,134
Delhi,"Talkatora Garden, Delhi - DPCC",2018,PM2.5,,116
Delhi,"Talkatora Garden, Delhi - DPCC",2019,PM2.5,,109
Delhi,"Talkatora Garden, Delhi - DPCC",2020,PM2.5,,97
Delhi,"Talkatora Garden, Delhi - DPCC",2021,PM2.5,,107
Delhi,"Talkatora Garden, Delhi - DPCC",2022,PM2.5,,99
Delhi,"Talkatora Garden, Delhi - DPCC",2023,PM2.5,,101
Delhi,"Talkatora Garden, Delhi - DPCC",2024,PM2.5,,105
Delhi,"Talkatora Garden, Delhi - DPCC",2025,PM2.5,,102
Delhi,"Talkatora Garden, Delhi - DPCC",2026,PM2.5,67.0,100
Delhi,"Vivek Vihar, Delhi - DPCC",2015,PM2.5,,135
Delhi,"Vivek Vihar, Delhi - DPCC",2016,PM2.5,,166
Delhi,"Vivek Vihar, Delhi - DPCC",2017,PM2.5,,134
Delhi,"Vivek Vihar, Delhi - DPCC",2018,PM2.5,109.0,116
Delhi,"Vivek Vihar, Delhi - DPCC",2019,PM2.5,115.0,109
Delhi,"Vivek Vihar, Delhi - DPCC",2020,PM2.5,112.0,97
Delhi,"Vivek Vihar, Delhi - DPCC",2021,PM2.5,122.0,107
Delhi,"Vivek Vihar, Delhi - DPCC",2022,PM2.5,111.0,99
Delhi,"Vivek Vihar, Delhi - DPCC",2023,PM2.5,103.0,101
Delhi,"Vivek Vihar, Delhi - DPCC",2024,PM2.5,118.0,105
Delhi,"Vivek Vihar, Delhi - DPCC",2025,PM2.5,114.0,102
Delhi,"Vivek Vihar, Delhi - DPCC",2026,PM2.5,125.0,100
Delhi,"Wazirpur, Delhi - DPCC",2015,PM2.5,,135
Delhi,"Wazirpur, Delhi - DPCC",2016,PM2.5,,166
Delhi,"Wazirpur, Delhi - DPCC",2017,PM2.5,,134
Delhi,"Wazirpur, Delhi - DPCC",2018,PM2.5,136.0,116
Delhi,"Wazirpur, Delhi - DPCC",2019,PM2.5,135.0,109
Delhi,"Wazirpur, Delhi - DPCC",2020,PM2.5,91.0,97
Delhi,"Wazirpur, Delhi - DPCC",2021,PM2.5,120.0,107
Delhi,"Wazirpur, Delhi - DPCC",2022,PM2.5,114.0,99
Delhi,"Wazirpur, Delhi - DPCC",2023,PM2.5,123.0,101
Delhi,"Wazirpur, Delhi - DPCC",2024,PM2.5,125.0,105
Delhi,"Wazirpur, Delhi - DPCC",2025,PM2.5,124.0,102
Delhi,"Wazirpur, Delhi - DPCC",2026,PM2.5,132.0,100
Delhi,"Alipur, Delhi - DPCC",2015,PM10,,278
Delhi,"Alipur, Delhi - DPCC",2016,PM10,,286
Delhi,"Alipur, Delhi - DPCC",2017,PM10,,253
Delhi,"Alipur, Delhi - DPCC",2018,PM10,344.0,246
Delhi,"Alipur, Delhi - DPCC",2019,PM10,200.0,217
Delhi,"Alipur, Delhi - DPCC",2020,PM10,185.0,190
Delhi,"Alipur, Delhi - DPCC",2021,PM10,208.0,217
Delhi,"Alipur, Delhi - DPCC",2022,PM10,210.0,214
Delhi,"Alipur, Delhi - DPCC",2023,PM10,185.0,209
Delhi,"Alipur, Delhi - DPCC",2024,PM10,202.0,214
Delhi,"Alipur, Delhi - DPCC",2025,PM10,207.0,201
Delhi,"Alipur, Delhi - DPCC",2026,PM10,227.0,217
Delhi,"Anand Vihar, Delhi - DPCC",2015,PM10,457.0,278
Delhi,"Anand Vihar, Delhi - DPCC",2016,PM10,402.0,286
Delhi,"Anand Vihar, Delhi - DPCC",2017,PM10,429.0,253
Delhi,"Anand Vihar, Delhi - DPCC",2018,PM10,358.0,246
Delhi,"Anand Vihar, Delhi - DPCC",2019,PM10,273.0,217
Delhi,"Anand Vihar, Delhi - DPCC",2020,PM10,206.0,190
Delhi,"Anand Vihar, Delhi - DPCC",2021,PM10,275.0,217
Delhi,"Anand Vihar, Delhi - DPCC",2022,PM10,319.0,214
Delhi,"Anand Vihar, Delhi - DPCC",2023,PM10,297.0,209
Delhi,"Anand Vihar, Delhi - DPCC",2024,PM10,314.0,214
Delhi,"Anand Vihar, Delhi - DPCC",2025,PM10,261.0,201
Delhi,"Anand Vihar, Delhi - DPCC",2026,PM10,321.0,217
Delhi,"Ashok Vihar, Delhi - DPCC",2015,PM10,,278
Delhi,"Ashok Vihar, Delhi - DPCC",2016,PM10,,286
Delhi,"Ashok Vihar, Delhi - DPCC",2017,PM10,,253
Delhi,"Ashok Vihar, Delhi - DPCC",2018,PM10,265.0,246
Delhi,"Ashok Vihar, Delhi - DPCC",2019,PM10,226.0,217
Delhi,"Ashok Vihar, Delhi - DPCC",2020,PM10,184.0,190
Delhi,"Ashok Vihar, Delhi - DPCC",2021,PM10,221.0,217
Delhi,"Ashok Vihar, Delhi - DPCC",2022,PM10,221.0,214
Delhi,"Ashok Vihar, Delhi - DPCC",2023,PM10,224.0,209
Delhi,"Ashok Vihar, Delhi - DPCC",2024,PM10,224.0,214
Delhi,"Ashok Vihar, Delhi - DPCC",2025,PM10,223.0,201
Delhi,"Ashok Vihar, Delhi - DPCC",2026,PM10,246.0,217
Delhi,"Aya Nagar, Delhi - IMD",2015,PM10,,278
Delhi,"Aya Nagar, Delhi - IMD",2016,PM10,,286
Delhi,"Aya Nagar, Delhi - IMD",2017,PM10,245.0,253
Delhi,"Aya Nagar, Delhi - IMD",2018,PM10,187.0,246
Delhi,"Aya Nagar, Delhi - IMD",2019,PM10,165.0,217
Delhi,"Aya Nagar, Delhi - IMD",2020,PM10,138.0,190
Delhi,"Aya Nagar, Delhi - IMD",2021,PM10,158.0,217
Delhi,"Aya Nagar, Delhi - IMD",2022,PM10,156.0,214
Delhi,"Aya Nagar, Delhi - IMD",2023,PM10,163.0,209
Delhi,"Aya Nagar, Delhi - IMD",2024,PM10,168.0,214
Delhi,"Aya Nagar, Delhi - IMD",2025,PM10,179.0,201
Delhi,"Aya Nagar, Delhi - IMD",2026,PM10,213.0,217
Delhi,"Bawana, Delhi - DPCC",2015,PM10,,278
Delhi,"Bawana, Delhi - DPCC",2016,PM10,,286
Delhi,"Bawana, Delhi - DPCC",2017,PM10,,253
Delhi,"Bawana, Delhi - DPCC",2018,PM10,264.0,246
Delhi,"Bawana, Delhi - DPCC",2019,PM10,242.0,217
Delhi,"Bawana, Delhi - DPCC",2020,PM10,227.0,190
Delhi,"Bawana, Delhi - DPCC",2021,PM10,252.0,217
Delhi,"Bawana, Delhi - DPCC",2022,PM10,252.0,214
Delhi,"Bawana, Delhi - DPCC",2023,PM10,240.0,209
Delhi,"Bawana, Delhi - DPCC",2024,PM10,236.0,214
Delhi,"Bawana, Delhi - DPCC",2025,PM10,207.0,201
Delhi,"Bawana, Delhi - DPCC",2026,PM10,234.0,217
Delhi,"Burari Crossing, Delhi - IMD",2015,PM10,705.0,278
Delhi,"Burari Crossing, Delhi - IMD",2016,PM10,296.0,286
Delhi,"Burari Crossing, Delhi - IMD",2017,PM10,199.0,253
Delhi,"Burari Crossing, Delhi - IMD",2018,PM10,222.0,246
Delhi,"Burari Crossing, Delhi - IMD",2019,PM10,176.0,217
Delhi,"Burari Crossing, Delhi - IMD",2020,PM10,,190
Delhi,"Burari Crossing, Delhi - IMD",2021,PM10,295.0,217
Delhi,"Burari Crossing, Delhi - IMD",2022,PM10,250.0,214
Delhi,"Burari Crossing, Delhi - IMD",2023,PM10,202.0,209
Delhi,"Burari Crossing, Delhi - IMD",2024,PM10,215.0,214
Delhi,"Burari Crossing, Delhi - IMD",2025,PM10,185.0,201
Delhi,"Burari Crossing, Delhi - IMD",2026,PM10,212.0,217
Delhi,"CRRI Mathura Road, Delhi - IMD",2015,PM10,206.0,278
Delhi,"CRRI Mathura Road, Delhi - IMD",2016,PM10,352.0,286
Delhi,"CRRI Mathura Road, Delhi - IMD",2017,PM10,284.0,253
Delhi,"CRRI Mathura Road, Delhi - IMD",2018,PM10,252.0,246
Delhi,"CRRI Mathura Road, Delhi - IMD",2019,PM10,212.0,217
Delhi,"CRRI Mathura Road, Delhi - IMD",2020,PM10,197.0,190
Delhi,"CRRI Mathura Road, Delhi - IMD",2021,PM10,234.0,217
Delhi,"CRRI Mathura Road, Delhi - IMD",2022,PM10,204.0,214
Delhi,"CRRI Mathura Road, Delhi - IMD",2023,PM10,179.0,209
Delhi,"CRRI Mathura Road, Delhi - IMD",2024,PM10,205.0,214
Delhi,"CRRI Mathura Road, Delhi - IMD",2025,PM10,211.0,201
Delhi,"CRRI Mathura Road, Delhi - IMD",2026,PM10,215.0,217
Delhi,"Cantonment Area, Delhi - DPCC",2015,PM10,,278
Delhi,"Cantonment Area, Delhi - DPCC",2016,PM10,,286
Delhi,"Cantonment Area, Delhi - DPCC",2017,PM10,,253
Delhi,"Cantonment Area, Delhi - DPCC",2018,PM10,,246
Delhi,"Cantonment Area, Delhi - DPCC",2019,PM10,,217
Delhi,"Cantonment Area, Delhi - DPCC",2020,PM10,,190
Delhi,"Cantonment Area, Delhi - DPCC",2021,PM10,,217
Delhi,"Cantonment Area, Delhi - DPCC",2022,PM10,,214
Delhi,"Cantonment Area, Delhi - DPCC",2023,PM10,,209
Delhi,"Cantonment Area, Delhi - DPCC",2024,PM10,,214
Delhi,"Cantonment Area, Delhi - DPCC",2025,PM10,,201
Delhi,"Cantonment Area, Delhi - DPCC",2026,PM10,167.0,217
Delhi,"Chandni Chowk, Delhi - IITM",2015,PM10,,278
Delhi,"Chandni Chowk, Delhi - IITM",2016,PM10,,286
Delhi,"Chandni Chowk, Delhi - IITM",2017,PM10,,253
Delhi,"Chandni Chowk, Delhi - IITM",2018,PM10,,246
Delhi,"Chandni Chowk, Delhi - IITM",2019,PM10,,217
Delhi,"Chandni Chowk, Delhi - IITM",2020,PM10,372.0,190
Delhi,"Chandni Chowk, Delhi - IITM",2021,PM10,302.0,217
Delhi,"Chandni Chowk, Delhi - IITM",2022,PM10,255.0,214
Delhi,"Chandni Chowk, Delhi - IITM",2023,PM10,222.0,209
Delhi,"Chandni Chowk, Delhi - IITM",2024,PM10,199.0,214
Delhi,"Chandni Chowk, Delhi - IITM",2025,PM10,204.0,201
Delhi,"Chandni Chowk, Delhi - IITM",2026,PM10,267.0,217
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2015,PM10,,278
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2016,PM10,,286
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2017,PM10,,253
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2018,PM10,,246
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2019,PM10,,217
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2020,PM10,,190
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2021,PM10,,217
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2022,PM10,,214
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2023,PM10,,209
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2024,PM10,,214
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2025,PM10,,201
Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2026,PM10,199.0,217
Delhi,"DTU, Delhi - CPCB",2015,PM10,68.0,278
Delhi,"DTU, Delhi - CPCB",2016,PM10,,286
Delhi,"DTU, Delhi - CPCB",2017,PM10,,253
Delhi,"DTU, Delhi - CPCB",2018,PM10,266.0,246
Delhi,"DTU, Delhi - CPCB",2019,PM10,234.0,217
Delhi,"DTU, Delhi - CPCB",2020,PM10,209.0,190
Delhi,"DTU, Delhi - CPCB",2021,PM10,204.0,217
Delhi,"DTU, Delhi - CPCB",2022,PM10,214.0,214
Delhi,"DTU, Delhi - CPCB",2023,PM10,214.0,209
Delhi,"DTU, Delhi - CPCB",2024,PM10,232.0,214
Delhi,"DTU, Delhi - CPCB",2025,PM10,213.0,201
Delhi,"DTU, Delhi - CPCB",2026,PM10,173.0,217
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2015,PM10,,278
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2016,PM10,,286
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2017,PM10,,253
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2018,PM10,200.0,246
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2019,PM10,194.0,217
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2020,PM10,164.0,190
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2021,PM10,186.0,217
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2022,PM10,178.0,214
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2023,PM10,184.0,209
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2024,PM10,197.0,214
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2025,PM10,179.0,201
Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2026,PM10,209.0,217
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2015,PM10,,278
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2016,PM10,,286
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2017,PM10,,253
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2018,PM10,293.0,246
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2019,PM10,296.0,217
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2020,PM10,221.0,190
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2021,PM10,250.0,217
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2022,PM10,251.0,214
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2023,PM10,232.0,209
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2024,PM10,257.0,214
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2025,PM10,217.0,201
Delhi,"Dwarka-Sector 8, Delhi - DPCC",2026,PM10,260.0,217
Delhi,"IGI Airport (T3), Delhi - IMD",2015,PM10,241.0,278
Delhi,"IGI Airport (T3), Delhi - IMD",2016,PM10,216.0,286
Delhi,"IGI Airport (T3), Delhi - IMD",2017,PM10,220.0,253
Delhi,"IGI Airport (T3), Delhi - IMD",2018,PM10,193.0,246
Delhi,"IGI Airport (T3), Delhi - IMD",2019,PM10,204.0,217
Delhi,"IGI Airport (T3), Delhi - IMD",2020,PM10,163.0,190
Delhi,"IGI Airport (T3), Delhi - IMD",2021,PM10,196.0,217
Delhi,"IGI Airport (T3), Delhi - IMD",2022,PM10,174.0,214
Delhi,"IGI Airport (T3), Delhi - IMD",2023,PM10,184.0,209
Delhi,"IGI Airport (T3), Delhi - IMD",2024,PM10,193.0,214
Delhi,"IGI Airport (T3), Delhi - IMD",2025,PM10,191.0,201
Delhi,"IGI Airport (T3), Delhi - IMD",2026,PM10,205.0,217
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2015,PM10,,278
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2016,PM10,,286
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2017,PM10,,253
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2018,PM10,,246
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2019,PM10,,217
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2020,PM10,,190
Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2021,PM10,,217
