state_clean,year,fy_year,month,fuel_category,vec_class_category,maker,total
Delhi,2019,2018-19,FEB,CNG,Bus,FORCE MOTORS LIMITED,1
Delhi,2019,2018-19,FEB,CNG,Bus,MAHINDRA & MAHINDRA LIMITED,4
Delhi,2019,2018-19,FEB,CNG,Bus,SML ISUZU LTD,3
Delhi,2019,2018-19,FEB,CNG,Bus,TATA MOTORS LTD,15
Delhi,2019,2018-19,FEB,CNG,Goods Carrier,ASHOK LEYLAND LTD,53
Delhi,2019,2018-19,FEB,CNG,Goods Carrier,FORCE MOTORS LIMITED,3
Delhi,2019,2018-19,FEB,CNG,Goods Carrier,MAHINDRA & MAHINDRA LIMITED,378
Delhi,2019,2018-19,FEB,CNG,Goods Carrier,SML ISUZU LTD,42
Delhi,2019,2018-19,FEB,CNG,Goods Carrier,TATA MOTORS LTD,982
Delhi,2019,2018-19,FEB,CNG,Goods Carrier,VE COMMERCIAL VEHICLES LTD,172
Delhi,2019,2018-19,FEB,CNG,Other,MAHINDRA & MAHINDRA LIMITED,1
Delhi,2019,2018-19,FEB,CNG,Passenger 4W,FORCE MOTORS LIMITED,2
Delhi,2019,2018-19,FEB,CNG,Passenger 4W,MAHINDRA & MAHINDRA LIMITED,10
Delhi,2019,2018-19,FEB,CNG,Passenger 4W,TATA MOTORS LTD,9
Delhi,2019,2018-19,FEB,Diesel,Goods Carrier,FORCE MOTORS LIMITED,7
Delhi,2019,2018-19,FEB,Diesel,Goods Carrier,MAHINDRA & MAHINDRA LIMITED,1
Delhi,2019,2018-19,FEB,Diesel,Goods Carrier,SML ISUZU LTD,1
Delhi,2019,2018-19,FEB,Diesel,Goods Carrier,TATA MOTORS LTD,12
Delhi,2019,2018-19,FEB,Diesel,Goods Carrier,VE COMMERCIAL VEHICLES LTD,10
Delhi,2019,2018-19,FEB,Diesel,Other,FORCE MOTORS LIMITED,1
Delhi,2019,2018-19,FEB,Diesel,Passenger 4W,MAHINDRA & MAHINDRA LIMITED,3
Delhi,2019,2018-19,FEB,Diesel,Passenger 4W,MARUTI SUZUKI INDIA LTD,14
Delhi,2019,2018-19,FEB,Diesel,Passenger 4W,TATA MOTORS LTD,10
Delhi,2019,2018-19,FEB,Diesel,Passenger 4W,TOYOTA KIRLOSKAR MOTOR PVT LTD,4
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,AUDI AG,6
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,BMW INDIA PVT LTD,20
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,FORD INDIA PVT LTD,123
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,HONDA CARS INDIA LTD,72
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,291
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,ISUZU MOTORS INDIA PVT LTD,4
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,JAGUAR LAND ROVER INDIA LIMITED,8
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,364
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,572
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,MERCEDES-BENZ INDIA PVT LTD,32
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,NISSAN MOTOR INDIA PVT LTD,2
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,RENAULT INDIA PVT LTD,6
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,SKODA AUTO INDIA PVT LTD,8
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,STELLANTIS INDIA PVT LTD,20
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,TATA MOTORS LTD,126
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,311
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,VOLKSWAGEN INDIA PVT LTD,13
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,VOLVO AUTO INDIA PVT LTD,10
Delhi,2019,2018-19,FEB,Diesel,Private 4 wheeler,ZHEJIANG GEELY AUTOMOBILE COMPANY LTD,2
Delhi,2019,2018-19,FEB,Diesel,Tractor,MAHINDRA & MAHINDRA LIMITED (TRACTOR),2
Delhi,2019,2018-19,FEB,EV,2W,HERO ELECTRIC VEHICLES PVT. LTD,35
Delhi,2019,2018-19,FEB,EV,2W,OKINAWA AUTOTECH PVT LTD,1
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,A K GUPTA & CO.,21
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,A.V.AUTOMOTIVES PVT LTD,1
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,AMAN ELECTRIC VEHICLES,1
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,ANKUSH AUTO DEALS,5
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,ARIHANT ENTERPRISES,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,ARMAN GREEN VEHICLES PVT LTD,3
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,ARNA ELECTRIC AUTO PVT LTD,4
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,ATTOLENT AUTO GROUP PVT LTD,11
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,AVL ELECTRIC VEHICLES PVT LTD,22
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,BAL GOPAL WHEELS PVT LTD,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,CART INDIA,1
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,CHAMPION POLY PLAST,131
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,CHIRAG ENTERPRISES,1
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,DASHMESH TRADERS,9
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,DD AUTO PVT LTD,13
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,DELTEK ENTERPRISES PVT LTD,7
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,DILLI ELECTRIC AUTO PVT LTD,54
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,3
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,ELECTROTHERM (INDIA) LIMITED,5
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,ENERGY ELECTRIC VEHICLES,49
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,ENTICE IMPEX PVT LTD,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,EULER MOTORS PVT LTD,7
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,G & G AUTOMOTIVE,25
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,G WILLIAMS FABRICATIONS LTD,6
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,GAYATRI ELECTRIC VEHICLES PVT LTD,3
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,GKON ELECTRIC MOTOR VEHICLES PVT LTD,5
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,9
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,GOODWILL HI PRECISION WORKS PVT LTD,3
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,GRD MOTORS,63
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,GREEN IMPEX,19
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,GREEN TECHNOLOGIES,28
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,GREEN WHEELZ (INDIA),2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,4
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,HARSH TRADING CO,14
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,HITEK ELECTRIC AUTO CO,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,JAIN POWER CORP,3
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,JESSUN TECHNO PVT LTD,19
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,JIJO ELECTRIC WHEELS PVT LTD,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,JS MOBILEON PVT LTD,4
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,KAPTECH INDIA PVT LTD,13
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,KLB KOMAKI PVT LTD,5
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,KRISHNA VEHICALS,1
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,LAXMI E-RICKSHAW COMPANY,7
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,LOHIA AUTO INDUSTRIES,3
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,M.K. ENTERPRISES,8
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,M/S SHRIRAM AUTO TECH PVT LTD,5
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,MAA SHAKTI EXIM PVT LTD,87
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,MAHINDRA & MAHINDRA LIMITED,49
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,MAHINDRA ELECTRIC MOBILITY LIMITED,4
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,MALHOTRA  VEHICLE MANUFACTURING PVT LTD,1
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,MALI ENTERPRISES PVT LTD,8
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,MINI METRO EV L.L.P,9
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,MOTRAC MOTORS PVT LTD,12
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,NAMAH INDUSTRIES PVT LTD,3
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,NEW ARCANA INDIA,20
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,NIRMAL UTILITY SERVICES PVT LTD,14
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,OK PLAY INDIA LTD,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,OLYMPUS INDUSTRIES PVT LTD,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,33
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,1
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,PARVEEN AUTO,10
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,RAJIV RAJ VEHICLES PVT LTD,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,RSD SECURITY SOLUTIONS PVT LTD,6
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,RUTBA PRODUCT PVT LTD,18
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SAERA ELECTRIC AUTO PVT LTD,38
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SAKSHAM TRADING COMPANY,17
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SANCHAL AUTOMOBILES PVT LTD,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,6
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SHAKTI AUTO GREEN,10
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SHIV OM INDIA,13
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SHRI BALAJI ENTERPRISES,5
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SHRI BARSANA E-VEHICLES PVT LTD,20
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SHRI NAMO ELECTRIC AUTOMOTIVE,6
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SIWACH STEEL PVT LTD,4
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SIX SENSES AUTOMOTIVE PVT LTD,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SKS TRADE INDIA PVT LTD,35
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SKYRIDE AUTOMOTIVE,13
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SPEEGO VEHICLES CO PVT LTD,6
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SUNSHINE TECHNOLOGIES,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SUPERTECH EV LIMITED,3
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,SWADESHI INDUSTRIES,4
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,TERRA MOTORS INDIA PVT LTD,9
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,THUKRAL ELECTRIC BIKES PVT LTD,66
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,TOP TEAM MACHINES PVT LTD,9
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,TRISHIKA INDUSTRIES,5
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,TRUPART AUTOMOTIVE INDIA PVT LTD,1
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,TWO FRIENDS AUTO ELECTRIC PVT LTD,13
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,UMA  AUTO INDUSTRIES PVT. LTD,5
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,VANI ELECTRIC VEHICLES PVT LTD,4
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,32
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,VOLMAC ENGINEERING PVT LTD,3
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,XXPLORE AUTOMOTIVE PVT. LIMITED,2
Delhi,2019,2018-19,FEB,EV,E-Rickshaw,YC ELECTRIC VEHICLE,250
Delhi,2019,2018-19,FEB,EV,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,11
Delhi,2019,2018-19,FEB,EV,Private 4 wheeler,MAHINDRA ELECTRIC MOBILITY LIMITED,1
Delhi,2019,2018-19,FEB,Fossil Hybrid,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,844
Delhi,2019,2018-19,FEB,Fossil Hybrid,Private 4 wheeler,MERCEDES-BENZ INDIA PVT LTD,16
Delhi,2019,2018-19,FEB,Fossil Hybrid,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,13
Delhi,2019,2018-19,FEB,Petrol,2W,BAJAJ AUTO LTD,1904
Delhi,2019,2018-19,FEB,Petrol,2W,BMW INDIA PVT LTD,12
Delhi,2019,2018-19,FEB,Petrol,2W,DSK MOTOWHEELS PVT LTD.,1
Delhi,2019,2018-19,FEB,Petrol,2W,DUCATI INDIA PVT LTD,2
Delhi,2019,2018-19,FEB,Petrol,2W,H-D MOTOR COMPANY INDIA PVT LTD,5
Delhi,2019,2018-19,FEB,Petrol,2W,HERO MOTOCORP LTD,9487
Delhi,2019,2018-19,FEB,Petrol,2W,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,7831
Delhi,2019,2018-19,FEB,Petrol,2W,INDIA KAWASAKI MOTORS PVT LTD,15
Delhi,2019,2018-19,FEB,Petrol,2W,INDIA YAMAHA MOTOR PVT LTD,1052
Delhi,2019,2018-19,FEB,Petrol,2W,KAWASAKI HEAVY INDUSTRIES LTD,1
Delhi,2019,2018-19,FEB,Petrol,2W,MAHINDRA & MAHINDRA LIMITED,35
Delhi,2019,2018-19,FEB,Petrol,2W,MAHINDRA TWO WHEELERS LTD,3
Delhi,2019,2018-19,FEB,Petrol,2W,PIAGGIO VEHICLES PVT LTD,100
Delhi,2019,2018-19,FEB,Petrol,2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2534
Delhi,2019,2018-19,FEB,Petrol,2W,SUZUKI MOTORCYCLE INDIA PVT LTD,1568
Delhi,2019,2018-19,FEB,Petrol,2W,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,6
Delhi,2019,2018-19,FEB,Petrol,2W,TVS MOTOR COMPANY LTD,7807
Delhi,2019,2018-19,FEB,Petrol,2W,UM LOHIA TWO WHEELERS PVT LTD,5
Delhi,2019,2018-19,FEB,Petrol,Other,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,1
Delhi,2019,2018-19,FEB,Petrol,Other,HYUNDAI MOTOR INDIA LTD,1
Delhi,2019,2018-19,FEB,Petrol,Other,TVS MOTOR COMPANY LTD,1
Delhi,2019,2018-19,FEB,Petrol,Passenger 4W,MARUTI SUZUKI INDIA LTD,9
Delhi,2019,2018-19,FEB,Petrol,Passenger 4W,TATA MOTORS LTD,1
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,AUDI AG,18
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,BENTLEY MOTORS LIMITED,1
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,BMW INDIA PVT LTD,15
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,DAIMLER AG,1
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,FORD INDIA PVT LTD,179
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,HONDA CARS INDIA LTD,900
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,1308
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,JAGUAR LAND ROVER INDIA LIMITED,19
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,JT SPECIAL VEHICLES PVT LTD,2
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,57
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,3114
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,MERCEDES-BENZ INDIA PVT LTD,50
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,NISSAN MOTOR INDIA PVT LTD,123
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,PORSCHE AG GERMANY,6
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,RENAULT INDIA PVT LTD,193
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,SKODA AUTO INDIA PVT LTD,41
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,STELLANTIS INDIA PVT LTD,52
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,TATA MOTORS LTD,421
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,139
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,VOLKSWAGEN INDIA PVT LTD,68
Delhi,2019,2018-19,FEB,Petrol,Private 4 wheeler,VOLVO AUTO INDIA PVT LTD,1
Delhi,2019,2018-19,FEB,Petrol CNG,3W Goods,BAJAJ AUTO LTD,158
Delhi,2019,2018-19,FEB,Petrol CNG,3W Goods,CONTINENTAL ENGINES PVT LTD,13
Delhi,2019,2018-19,FEB,Petrol CNG,3W Goods,J. S. AUTO (P) LTD,4
Delhi,2019,2018-19,FEB,Petrol CNG,3W Goods,PIAGGIO VEHICLES PVT LTD,1
Delhi,2019,2018-19,FEB,Petrol CNG,3W Goods,SCOOTERS INDIA LTD,18
Delhi,2019,2018-19,FEB,Petrol CNG,3W Passenger,BAJAJ AUTO LTD,666
Delhi,2019,2018-19,FEB,Petrol CNG,Other,HYUNDAI MOTOR INDIA LTD,1
Delhi,2019,2018-19,FEB,Petrol CNG,Passenger 4W,HYUNDAI MOTOR INDIA LTD,107
Delhi,2019,2018-19,FEB,Petrol CNG,Passenger 4W,J. S. AUTO (P) LTD,1
Delhi,2019,2018-19,FEB,Petrol CNG,Passenger 4W,MAHINDRA & MAHINDRA LIMITED,3
Delhi,2019,2018-19,FEB,Petrol CNG,Passenger 4W,MARUTI SUZUKI INDIA LTD,525
Delhi,2019,2018-19,FEB,Petrol CNG,Passenger 4W,TATA MOTORS LTD,5
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,BAJAJ AUTO LTD,1
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,FORD INDIA PVT LTD,20
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,HONDA CARS INDIA LTD,147
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,388
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,30
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,1606
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,NISSAN MOTOR INDIA PVT LTD,13
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,RENAULT INDIA PVT LTD,9
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,TATA MOTORS LTD,94
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,8
Delhi,2019,2018-19,FEB,Petrol CNG,Private 4 wheeler,VOLKSWAGEN INDIA PVT LTD,1
Delhi,2019,2018-19,JAN,CNG,Bus,ASHOK LEYLAND LTD,1
Delhi,2019,2018-19,JAN,CNG,Bus,MAHINDRA & MAHINDRA LIMITED,1
Delhi,2019,2018-19,JAN,CNG,Bus,TATA MOTORS LTD,10
Delhi,2019,2018-19,JAN,CNG,Goods Carrier,ASHOK LEYLAND LTD,63
Delhi,2019,2018-19,JAN,CNG,Goods Carrier,FORCE MOTORS LIMITED,1
Delhi,2019,2018-19,JAN,CNG,Goods Carrier,MAHINDRA & MAHINDRA LIMITED,446
Delhi,2019,2018-19,JAN,CNG,Goods Carrier,SML ISUZU LTD,61
Delhi,2019,2018-19,JAN,CNG,Goods Carrier,TATA MOTORS LTD,1130
Delhi,2019,2018-19,JAN,CNG,Goods Carrier,VE COMMERCIAL VEHICLES LTD,205
Delhi,2019,2018-19,JAN,CNG,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,2
Delhi,2019,2018-19,JAN,Diesel,Goods Carrier,ASHOK LEYLAND LTD,1
Delhi,2019,2018-19,JAN,Diesel,Goods Carrier,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,1
Delhi,2019,2018-19,JAN,Diesel,Goods Carrier,FORCE MOTORS LIMITED,4
Delhi,2019,2018-19,JAN,Diesel,Goods Carrier,MAHINDRA & MAHINDRA LIMITED,2
Delhi,2019,2018-19,JAN,Diesel,Goods Carrier,TATA MOTORS LTD,18
Delhi,2019,2018-19,JAN,Diesel,Goods Carrier,VE COMMERCIAL VEHICLES LTD,10
Delhi,2019,2018-19,JAN,Diesel,Other,FORCE MOTORS LIMITED,2
Delhi,2019,2018-19,JAN,Diesel,Other,ISUZU MOTORS INDIA PVT LTD,1
Delhi,2019,2018-19,JAN,Diesel,Other,MARUTI SUZUKI INDIA LTD,1
Delhi,2019,2018-19,JAN,Diesel,Passenger 4W,MAHINDRA & MAHINDRA LIMITED,2
Delhi,2019,2018-19,JAN,Diesel,Passenger 4W,MARUTI SUZUKI INDIA LTD,3
Delhi,2019,2018-19,JAN,Diesel,Passenger 4W,TOYOTA KIRLOSKAR MOTOR PVT LTD,9
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,AUDI AG,8
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,BMW INDIA PVT LTD,33
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,FORD INDIA PVT LTD,175
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,1
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,HONDA CARS INDIA LTD,97
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,331
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,ISUZU MOTORS INDIA PVT LTD,7
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,JAGUAR LAND ROVER INDIA LIMITED,19
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,318
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,747
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,MERCEDES-BENZ INDIA PVT LTD,28
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,NISSAN MOTOR INDIA PVT LTD,3
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,RENAULT INDIA PVT LTD,8
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,SKODA AUTO INDIA PVT LTD,9
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,STELLANTIS INDIA PVT LTD,30
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,TATA MOTORS LTD,166
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,301
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,VOLKSWAGEN INDIA PVT LTD,23
Delhi,2019,2018-19,JAN,Diesel,Private 4 wheeler,VOLVO AUTO INDIA PVT LTD,9
Delhi,2019,2018-19,JAN,EV,2W,HERO ELECTRIC VEHICLES PVT. LTD,37
Delhi,2019,2018-19,JAN,EV,2W,OKINAWA AUTOTECH PVT LTD,11
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,A K GUPTA & CO.,46
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,AMAN ELECTRIC VEHICLES,2
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,ANKUSH AUTO DEALS,11
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,ARIHANT ENTERPRISES,1
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,ARMAN GREEN VEHICLES PVT LTD,2
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,ARNA ELECTRIC AUTO PVT LTD,2
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,ATTOLENT AUTO GROUP PVT LTD,6
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,AVL ELECTRIC VEHICLES PVT LTD,19
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,BAL GOPAL WHEELS PVT LTD,1
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,BEST WAY AGENCIES PVT LTD,2
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,CART INDIA,1
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,CHAMPION POLY PLAST,169
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,CHEHAK BATTERIES,2
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,CHIRAG ENTERPRISES,2
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,4
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,DASHMESH TRADERS,16
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,DD AUTO PVT LTD,19
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,DELTEK ENTERPRISES PVT LTD,31
Delhi,2019,2018-19,JAN,EV,E-Rickshaw,DILLI ELECTRIC AUTO PVT LTD,106
