state_clean,year,fy_year,month,fuel_category,vec_class_category,maker,total
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,MINI METRO EV L.L.P,18
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,MOTRAC MOTORS PVT LTD,10
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,NAMAH INDUSTRIES PVT LTD,2
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,NIRMAL UTILITY SERVICES PVT LTD,5
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,13
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,PARVEEN AUTO,14
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,RAJIV RAJ VEHICLES PVT LTD,1
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,REFLEX CONTROL SYSTEM PVT .LTD,1
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,RUTBA PRODUCT PVT LTD,24
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SAERA ELECTRIC AUTO PVT LTD,38
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,32
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SHAKTI AUTO GREEN,30
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SHIGAN EVOLTZ LTD,1
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SHIV OM INDIA,2
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SHRI BARSANA E-VEHICLES PVT LTD,16
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SHRI NAMO ELECTRIC AUTOMOTIVE,10
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SKS TRADE INDIA PVT LTD,23
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SKYRIDE AUTOMOTIVE,3
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SONI E VEHICLE PVT LTD,3
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,SPEEGO VEHICLES CO PVT LTD,32
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,TAURUS ELECTRIC VEHICLES,11
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,TERRA MOTORS INDIA PVT LTD,12
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,THUKRAL ELECTRIC BIKES PVT LTD,88
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,TWO FRIENDS AUTO ELECTRIC PVT LTD,12
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,3
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,VISHAL ENTERPRISES,7
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,YC ELECTRIC VEHICLE,207
Delhi,2021,2021-22,JUL,EV,E-Rickshaw,ZENTHIUM EV PVT LTD,9
Delhi,2021,2021-22,JUL,EV,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,2
Delhi,2021,2021-22,JUL,EV,Private 4 wheeler,JAGUAR LAND ROVER INDIA LIMITED,1
Delhi,2021,2021-22,JUL,EV,Private 4 wheeler,JSW MG MOTOR INDIA PVT LTD,42
Delhi,2021,2021-22,JUL,EV,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,2
Delhi,2021,2021-22,JUL,EV,Private 4 wheeler,TATA MOTORS LTD,82
Delhi,2021,2021-22,JUL,Fossil Hybrid,Private 4 wheeler,AUDI AG,2
Delhi,2021,2021-22,JUL,Fossil Hybrid,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,600
Delhi,2021,2021-22,JUL,Fossil Hybrid,Private 4 wheeler,MERCEDES -BENZ AG,10
Delhi,2021,2021-22,JUL,Fossil Hybrid,Private 4 wheeler,MERCEDES-BENZ INDIA PVT LTD,9
Delhi,2021,2021-22,JUL,Fossil Hybrid,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,19
Delhi,2021,2021-22,JUL,Petrol,2W,ADISHWAR AUTO RIDE INDIA PVT LTD,5
Delhi,2021,2021-22,JUL,Petrol,2W,BAJAJ AUTO LTD,1518
Delhi,2021,2021-22,JUL,Petrol,2W,BMW INDIA PVT LTD,35
Delhi,2021,2021-22,JUL,Petrol,2W,CLASSIC LEGENDS PVT LTD,140
Delhi,2021,2021-22,JUL,Petrol,2W,DUCATI INDIA PVT LTD,5
Delhi,2021,2021-22,JUL,Petrol,2W,H-D MOTOR COMPANY INDIA PVT LTD,14
Delhi,2021,2021-22,JUL,Petrol,2W,HERO MOTOCORP LTD,7407
Delhi,2021,2021-22,JUL,Petrol,2W,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,6291
Delhi,2021,2021-22,JUL,Petrol,2W,INDIA KAWASAKI MOTORS PVT LTD,45
Delhi,2021,2021-22,JUL,Petrol,2W,INDIA YAMAHA MOTOR PVT LTD,805
Delhi,2021,2021-22,JUL,Petrol,2W,PIAGGIO VEHICLES PVT LTD,98
Delhi,2021,2021-22,JUL,Petrol,2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),1472
Delhi,2021,2021-22,JUL,Petrol,2W,SUZUKI MOTORCYCLE INDIA PVT LTD,1322
Delhi,2021,2021-22,JUL,Petrol,2W,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,3
Delhi,2021,2021-22,JUL,Petrol,2W,TVS MOTOR COMPANY LTD,4974
Delhi,2021,2021-22,JUL,Petrol,Other,MARUTI SUZUKI INDIA LTD,8
Delhi,2021,2021-22,JUL,Petrol,Other,TATA MOTORS LTD,3
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,ASTON MARTIN LAGONDA PVT LTD,1
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,AUDI AG,5
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,AUTOMOBILI LAMBORGHINI S.P.A,1
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,BENTLEY MOTORS LIMITED,1
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,BMW INDIA PVT LTD,65
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,FERRARI INDIA PRIVATE LIMITED,1
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,FORD INDIA PVT LTD,126
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,HONDA CARS INDIA LTD,634
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,1817
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,JAGUAR LAND ROVER INDIA LIMITED,15
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,JSW MG MOTOR INDIA PVT LTD,294
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,KIA INDIA PRIVATE LIMITED,960
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,173
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,2955
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,MARUTI UDYOG LTD,1
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,MERCEDES -BENZ AG,1
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,MERCEDES-BENZ INDIA PVT LTD,64
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,NISSAN MOTOR INDIA PVT LTD,270
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,PORSCHE AG GERMANY,4
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,RENAULT INDIA PVT LTD,295
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,173
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,STELLANTIS INDIA PVT LTD,59
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,TATA MOTORS LTD,972
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,429
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,VARANI RAJ ESTATE MANAGEMENT,1
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,VOLKSWAGEN AG,13
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,VOLKSWAGEN INDIA PVT LTD,1
Delhi,2021,2021-22,JUL,Petrol,Private 4 wheeler,VOLVO AUTO INDIA PVT LTD,1
Delhi,2021,2021-22,JUL,Petrol CNG,Passenger 4W,HYUNDAI MOTOR INDIA LTD,3
Delhi,2021,2021-22,JUL,Petrol CNG,Passenger 4W,MARUTI SUZUKI INDIA LTD,64
Delhi,2021,2021-22,JUL,Petrol CNG,Private 4 wheeler,HONDA CARS INDIA LTD,26
Delhi,2021,2021-22,JUL,Petrol CNG,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,675
Delhi,2021,2021-22,JUL,Petrol CNG,Private 4 wheeler,KIA INDIA PRIVATE LIMITED,14
Delhi,2021,2021-22,JUL,Petrol CNG,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,2830
Delhi,2021,2021-22,JUL,Petrol CNG,Private 4 wheeler,NISSAN MOTOR INDIA PVT LTD,9
Delhi,2021,2021-22,JUL,Petrol CNG,Private 4 wheeler,RENAULT INDIA PVT LTD,8
Delhi,2021,2021-22,JUL,Petrol CNG,Private 4 wheeler,TATA MOTORS LTD,43
Delhi,2021,2021-22,JUL,Petrol CNG,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,12
Delhi,2021,2021-22,JUN,CNG,3W Goods,BAJAJ AUTO LTD,134
Delhi,2021,2021-22,JUN,CNG,3W Goods,PIAGGIO VEHICLES PVT LTD,1
Delhi,2021,2021-22,JUN,CNG,3W Passenger,BAJAJ AUTO LTD,170
Delhi,2021,2021-22,JUN,CNG,Goods Carrier,ASHOK LEYLAND LTD,11
Delhi,2021,2021-22,JUN,CNG,Goods Carrier,MAHINDRA & MAHINDRA LIMITED,222
Delhi,2021,2021-22,JUN,CNG,Goods Carrier,MARUTI SUZUKI INDIA LTD,39
Delhi,2021,2021-22,JUN,CNG,Goods Carrier,SML ISUZU LTD,19
Delhi,2021,2021-22,JUN,CNG,Goods Carrier,TATA MOTORS LTD,614
Delhi,2021,2021-22,JUN,CNG,Goods Carrier,VE COMMERCIAL VEHICLES LTD,156
Delhi,2021,2021-22,JUN,Diesel,Bus,TATA MOTORS LTD,18
Delhi,2021,2021-22,JUN,Diesel,Goods Carrier,ASHOK LEYLAND LTD,3
Delhi,2021,2021-22,JUN,Diesel,Goods Carrier,FORCE MOTORS LIMITED,4
Delhi,2021,2021-22,JUN,Diesel,Goods Carrier,MAHINDRA & MAHINDRA LIMITED,2
Delhi,2021,2021-22,JUN,Diesel,Goods Carrier,TATA MOTORS LTD,29
Delhi,2021,2021-22,JUN,Diesel,Other,FORCE MOTORS LIMITED,7
Delhi,2021,2021-22,JUN,Diesel,Other,SML ISUZU LTD,1
Delhi,2021,2021-22,JUN,Diesel,Other,TATA MOTORS LTD,15
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,BMW INDIA PVT LTD,2
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,DAIMLER AG,2
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,FORD INDIA PVT LTD,70
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,HONDA CARS INDIA LTD,2
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,223
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,ISUZU MOTORS INDIA PVT LTD,2
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,JAGUAR LAND ROVER INDIA LIMITED,4
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,JSW MG MOTOR INDIA PVT LTD,41
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,KIA INDIA PRIVATE LIMITED,162
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,190
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,MERCEDES-BENZ INDIA PVT LTD,18
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,RENAULT INDIA PVT LTD,1
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,STELLANTIS AUTOMOBILES INDIA PVT LTD,4
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,STELLANTIS INDIA PVT LTD,15
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,TATA MOTORS LTD,157
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,141
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,VOLKSWAGEN INDIA PVT LTD,1
Delhi,2021,2021-22,JUN,Diesel,Private 4 wheeler,VOLVO AUTO INDIA PVT LTD,3
Delhi,2021,2021-22,JUN,EV,2W,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,22
Delhi,2021,2021-22,JUN,EV,2W,HERO ELECTRIC VEHICLES PVT. LTD,4
Delhi,2021,2021-22,JUN,EV,2W,IRA EDUTECH PVT LTD,8
Delhi,2021,2021-22,JUN,EV,2W,M2GO ELECTRIC VEHICLE PVT LTD,3
Delhi,2021,2021-22,JUN,EV,2W,OKINAWA AUTOTECH PVT LTD,38
Delhi,2021,2021-22,JUN,EV,2W,REVOLT INTELLICORP PVT LTD,25
Delhi,2021,2021-22,JUN,EV,2W,TVS MOTOR COMPANY LTD,105
Delhi,2021,2021-22,JUN,EV,3W Goods,ALTIGREEN PROPULSION LABS PVT LTD,4
Delhi,2021,2021-22,JUN,EV,3W Goods,MAHINDRA ELECTRIC MOBILITY LIMITED,34
Delhi,2021,2021-22,JUN,EV,3W Goods,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,1
Delhi,2021,2021-22,JUN,EV,3W Goods,OMEGA SEIKI PVT LTD,23
Delhi,2021,2021-22,JUN,EV,3W Goods,PIAGGIO VEHICLES PVT LTD,53
Delhi,2021,2021-22,JUN,EV,Bus,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,24
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,A K GUPTA & CO.,7
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,ALTIUS TECHNOLOGIES,2
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,ARNA ELECTRIC AUTO PVT LTD,7
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,ATTOLENT AUTO GROUP PVT LTD,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,ATUT SANGAM,4
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,BHAVE ELECTRIC VEHICLES PVT LTD,10
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,CHAMPION POLY PLAST,23
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,DILLI ELECTRIC AUTO PVT LTD,23
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,ELECTROTHERM (INDIA) LIMITED,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,ELITE AUTO ENGINEERS PVT LTD,7
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,ENERGY ELECTRIC VEHICLES,6
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,EVEX AUTO INDIA PVT LTD,8
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,G & G AUTOMOTIVE,18
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,GKON ELECTRIC MOTOR VEHICLES PVT LTD,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,GRD MOTORS,47
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,GREEN TECHNOLOGIES,5
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,GURU JI WHEELS,4
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,HARSH TRADING CO,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,JAIN POWER CORP,2
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,JAISIK BUSINESS LINKS PVT LTD,3
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,KAPTECH INDIA PVT LTD,7
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,LAXMI E-RICKSHAW COMPANY,2
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,LOHIA AUTO INDUSTRIES,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,M.K. ENTERPRISES,3
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,M2J E VAHAN PVT LTD,4
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,MAA SHAKTI EXIM PVT LTD,23
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,MAHINDRA & MAHINDRA LIMITED,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,MINI METRO EV L.L.P,5
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,MOTRAC MOTORS PVT LTD,6
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,NEW ARCANA INDIA,4
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,NIRMAL UTILITY SERVICES PVT LTD,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,4
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,PARVEEN AUTO,5
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,RUTBA PRODUCT PVT LTD,10
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,SAERA ELECTRIC AUTO PVT LTD,6
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,18
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,SHAKTI AUTO GREEN,9
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,SHRI BARSANA E-VEHICLES PVT LTD,3
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,SHRI NAMO ELECTRIC AUTOMOTIVE,8
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,SKS TRADE INDIA PVT LTD,10
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,SKYRIDE AUTOMOTIVE,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,SPEEGO VEHICLES CO PVT LTD,8
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,TAURUS ELECTRIC VEHICLES,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,TERRA MOTORS INDIA PVT LTD,1
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,THUKRAL ELECTRIC BIKES PVT LTD,31
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,TRISHIKA INDUSTRIES,2
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,TWO FRIENDS AUTO ELECTRIC PVT LTD,5
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,4
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,VISHAL ENTERPRISES,3
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,YC ELECTRIC VEHICLE,69
Delhi,2021,2021-22,JUN,EV,E-Rickshaw,ZENTHIUM EV PVT LTD,3
Delhi,2021,2021-22,JUN,EV,Goods Carrier,ALTIGREEN PROPULSION LABS PVT LTD,2
Delhi,2021,2021-22,JUN,EV,Goods Carrier,PIAGGIO VEHICLES PVT LTD,10
Delhi,2021,2021-22,JUN,EV,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,2
Delhi,2021,2021-22,JUN,EV,Private 4 wheeler,JSW MG MOTOR INDIA PVT LTD,35
Delhi,2021,2021-22,JUN,EV,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,8
Delhi,2021,2021-22,JUN,EV,Private 4 wheeler,MERCEDES -BENZ AG,1
Delhi,2021,2021-22,JUN,EV,Private 4 wheeler,TATA MOTORS LTD,101
Delhi,2021,2021-22,JUN,Fossil Hybrid,Private 4 wheeler,AUDI AG,1
Delhi,2021,2021-22,JUN,Fossil Hybrid,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,471
Delhi,2021,2021-22,JUN,Fossil Hybrid,Private 4 wheeler,MERCEDES -BENZ AG,2
Delhi,2021,2021-22,JUN,Fossil Hybrid,Private 4 wheeler,MERCEDES-BENZ INDIA PVT LTD,3
Delhi,2021,2021-22,JUN,Fossil Hybrid,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,7
Delhi,2021,2021-22,JUN,Petrol,2W,ADISHWAR AUTO RIDE INDIA PVT LTD,1
Delhi,2021,2021-22,JUN,Petrol,2W,BAJAJ AUTO LTD,1476
Delhi,2021,2021-22,JUN,Petrol,2W,BMW INDIA PVT LTD,26
Delhi,2021,2021-22,JUN,Petrol,2W,CLASSIC LEGENDS PVT LTD,66
Delhi,2021,2021-22,JUN,Petrol,2W,DUCATI INDIA PVT LTD,4
Delhi,2021,2021-22,JUN,Petrol,2W,H-D MOTOR COMPANY INDIA PVT LTD,5
Delhi,2021,2021-22,JUN,Petrol,2W,HERO MOTOCORP LTD,7050
Delhi,2021,2021-22,JUN,Petrol,2W,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,5381
Delhi,2021,2021-22,JUN,Petrol,2W,INDIA KAWASAKI MOTORS PVT LTD,25
Delhi,2021,2021-22,JUN,Petrol,2W,INDIA YAMAHA MOTOR PVT LTD,493
Delhi,2021,2021-22,JUN,Petrol,2W,PIAGGIO VEHICLES PVT LTD,90
Delhi,2021,2021-22,JUN,Petrol,2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),1723
Delhi,2021,2021-22,JUN,Petrol,2W,SUZUKI MOTORCYCLE INDIA PVT LTD,1046
Delhi,2021,2021-22,JUN,Petrol,2W,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,7
Delhi,2021,2021-22,JUN,Petrol,2W,TVS MOTOR COMPANY LTD,4575
Delhi,2021,2021-22,JUN,Petrol,Other,HYUNDAI MOTOR INDIA LTD,3
Delhi,2021,2021-22,JUN,Petrol,Other,KIA INDIA PRIVATE LIMITED,2
Delhi,2021,2021-22,JUN,Petrol,Other,MARUTI SUZUKI INDIA LTD,19
Delhi,2021,2021-22,JUN,Petrol,Other,TATA MOTORS LTD,2
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,AUDI AG,4
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,BENTLEY MOTORS LIMITED,2
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,BMW INDIA PVT LTD,47
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,FORD INDIA PVT LTD,108
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,HONDA CARS INDIA LTD,514
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,1613
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,JAGUAR LAND ROVER INDIA LIMITED,14
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,JSW MG MOTOR INDIA PVT LTD,247
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,KIA INDIA PRIVATE LIMITED,1355
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,173
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,2567
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,MASERATI S.P.A,1
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,MERCEDES-BENZ INDIA PVT LTD,37
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,NISSAN MOTOR INDIA PVT LTD,242
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,PORSCHE AG GERMANY,1
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,RENAULT INDIA PVT LTD,229
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,ROLLS ROYCE,1
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,SKODA AUTO AS,1
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,123
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,STELLANTIS INDIA PVT LTD,62
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,TATA MOTORS LTD,991
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,345
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,VOLKSWAGEN AG,15
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,VOLKSWAGEN INDIA PVT LTD,1
Delhi,2021,2021-22,JUN,Petrol,Private 4 wheeler,VOLVO AUTO INDIA PVT LTD,5
Delhi,2021,2021-22,JUN,Petrol CNG,Passenger 4W,HYUNDAI MOTOR INDIA LTD,2
Delhi,2021,2021-22,JUN,Petrol CNG,Passenger 4W,MARUTI SUZUKI INDIA LTD,31
Delhi,2021,2021-22,JUN,Petrol CNG,Private 4 wheeler,HONDA CARS INDIA LTD,19
Delhi,2021,2021-22,JUN,Petrol CNG,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,529
Delhi,2021,2021-22,JUN,Petrol CNG,Private 4 wheeler,KIA INDIA PRIVATE LIMITED,20
Delhi,2021,2021-22,JUN,Petrol CNG,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,2
Delhi,2021,2021-22,JUN,Petrol CNG,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,1845
Delhi,2021,2021-22,JUN,Petrol CNG,Private 4 wheeler,NISSAN MOTOR INDIA PVT LTD,6
Delhi,2021,2021-22,JUN,Petrol CNG,Private 4 wheeler,TATA MOTORS LTD,55
Delhi,2021,2021-22,JUN,Petrol CNG,Private 4 wheeler,TOYOTA KIRLOSKAR MOTOR PVT LTD,12
Delhi,2021,2021-22,MAY,CNG,Goods Carrier,VE COMMERCIAL VEHICLES LTD,3
Delhi,2021,2021-22,MAY,Diesel,Other,TATA MOTORS LTD,11
Delhi,2021,2021-22,MAY,Diesel,Private 4 wheeler,FORD INDIA PVT LTD,1
Delhi,2021,2021-22,MAY,EV,E-Rickshaw,ARNA ELECTRIC AUTO PVT LTD,1
Delhi,2021,2021-22,MAY,EV,E-Rickshaw,YC ELECTRIC VEHICLE,1
Delhi,2021,2021-22,MAY,EV,Private 4 wheeler,TATA MOTORS LTD,1
Delhi,2021,2021-22,MAY,Fossil Hybrid,Private 4 wheeler,MARUTI SUZUKI INDIA LTD,1
Delhi,2021,2021-22,MAY,Petrol,2W,BAJAJ AUTO LTD,2
Delhi,2021,2021-22,MAY,Petrol,2W,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,3
Delhi,2021,2021-22,MAY,Petrol,2W,INDIA YAMAHA MOTOR PVT LTD,8
Delhi,2021,2021-22,MAY,Petrol,2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),10
Delhi,2021,2021-22,MAY,Petrol,Private 4 wheeler,FORD INDIA PVT LTD,1
Delhi,2021,2021-22,MAY,Petrol,Private 4 wheeler,HONDA CARS INDIA LTD,1
Delhi,2021,2021-22,MAY,Petrol,Private 4 wheeler,HYUNDAI MOTOR INDIA LTD,6
Delhi,2021,2021-22,MAY,Petrol,Private 4 wheeler,MAHINDRA & MAHINDRA LIMITED,1
